publisher.publisher_name,publisher.place_of_publication,publication_type,country_of_publication,language,contributor.name,contributor.role,title,idno,idno.type,subject,publishing_work_items.value,publishing_work_items.type,publishing_work_items.unit,label
b'',b'',b'1',b'',b'ENG',"b'Wright, Robin L'",b'1',b'Points of view: content versus process: is this a fair choice? Undergraduate biology courses for nonscientists: toward a lived curriculum',b'I1536-7509-4-3-189 16220140 16220140',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'American Society for Cell Biology (ASCB)',"b'Bethesda, MD USA'",b'1',b'',b'',"b'Wright, R. L.'",b'1',b'Points of View: Content versus Process: Is This a Fair Choice?: Undergraduate Biology Courses for Nonscientists: Toward a Lived Curriculum http://www.lifescied.org/cgi/doi/10.1187/cbe.05-04-0075',b'10.1187/CBE.05-04-0075',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Coles, Garill Fuller, Becky Nordquist, Kathleen Kongslie, Anita'",b'1 1 1 1',b'Using failure mode effects and criticality analysis for high-risk processes at three community hospitals',b'15828596 15828596',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Coles, Garill A. Fuller, Becky Nordquist, Kathleen Kongslie, Anita'",b'1 1 1 1',b'Using Failure Mode Effects and Criticality Analysis for High-Risk Processes at Three Community Hospitals',b'15020567',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Kaufman, B R Fox, P L Graham, L M'",b'1 1 1',b'Platelet-derived growth factor production by canine aortic grafts seeded with endothelial cells',b'10.1016/0741-5214(92)90018-4 1560561 1560561',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier Inc.',"b'New York, NY USA'",b'1',b'',b'',"b'Kaufman, Bram R. Fox, Paul L. Rapp, Joseph H'",b'1 1 1',b'Platelet-derived growth factor production by canine aortic grafts seeded with endothelial cells http://www1.mosby.com/scripts/om.dll/serve?action=searchDB&searchDBfor=art&artType=abs&id=a33677',b'10.1067/MVA.1992.33677',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Castronovo, F P'",b'1',b'Audits of radiopharmaceutical formulations',b'1598931 1598931',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Castronovo, F.P. Jr.'",b'1',b'Audits of radiopharmaceutical formulations',b'5143733',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Wagner-D\xc3\xb6bler, I Pipke, R Timmis, K N Dwyer, D F'",b'1 1 1 1',b'Evaluation of aquatic sediment microcosms and their use in assessing possible effects of introduced microorganisms on ecosystem parameters',b'1599244 1599244',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Wagner-Doebler, I. Pipke, R. Timmis, K.N. Dwyer, D.F.'",b'1 1 1 1',b'Evaluation of aquatic sediment microcosms and their use in assessing possible effects of introduced microorganisms on ecosystem parameters',b'7303122',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Balagadde, Frederick K'",b'1',b'The new role of the microchemostat in the bioengineering revolution',b'10.1109/IEMBS.2009.5335037 19965138 19965138',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Balagadde, F K'",b'1',b'The New Role of the Microchemostat in the Bioengineering Revolution',b'1080034',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Baba, J S Letzen, B S Ericson, M N Cote, G L Xu, W Wilson, M A'",b'1 1 1 1 1 1',b'Development of a multispectral tissue characterization system for optimization of an implantable perfusion status monitor for transplanted liver',b'10.1109/IEMBS.2009.5334499 19964906 19964906',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Baba, Justin S Letzen, Brian S Ericson, Milton Nance Cote, Gerard L. Xu, Weijian Wilson, Mark A.'",b'1 1 1 1 1 1',b'Development of a Multispectral Tissue Characterization System for Optimization of an Implantable Perfusion Status Monitor for Transplanted Liver',b'1024321',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'American Political Science Association',b'',b'1',b'',b'ENG',"b'Abramowitz, A.I.'",b'1',b'How Large a Wave? Using the Generic Ballot to Forecast the 2010 Midterm Elections',b'RN280854462',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Abramowitz, Alan I.'",b'1',b'How Large a Wave? Using the Generic Ballot to Forecast the 2010 Midterm Elections http://www.journals.cambridge.org/abstract_S1049096510001058',b'10.1017/S1049096510001058 S1049096510001058',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'American Political Science Association',b'',b'1',b'',b'ENG',"b'Campbell, J.E.'",b'1',b'The Seats in Trouble Forecast of the 2010 Elections to the U.S. House',b'RN280854450',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',"b'Campbell, James E.'",b'1',b'The Seats in Trouble Forecast of the 2010 Elections to the U.S. House http://www.journals.cambridge.org/abstract_S1049096510001095',b'10.1017/S1049096510001095 S1049096510001095',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'American Society of Health-System Pharmacists',b'',b'1',b'',b'ENG',"b'Haines, S.T.'",b'1',b'Improving the quality of care for patients at risk for venous thromboembolism',b'RN271811729',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Haines, Stuart T'",b'1',b'Improving the quality of care for patients at risk for venous thromboembolism',b'10.2146/AJHP100176 20479090 20479090',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'Wiley-Blackwells',b'',b'1',b'',b'ENG',"b'Rizzolo, L. J. Rando, W. C. OBrien, M. K. Haims, A. H. Abrahams, J. J. Stewart, W. B.'",b'1 1 1 1 1 1',"b'Design, implementation, and evaluation of an innovative anatomy course'",b'RN271906636',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b""Rizzolo, Lawrence J Rando, William C O'Brien, Michael K Haims, Andrew H Abrahams, James J Stewart, William B""",b'1 1 1 1 1 1',"b'Design, implementation, and evaluation of an innovative anatomy course'",b'10.1002/ASE.152 20496432 20496432',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'Wiley-Blackwells',b'',b'1',b'',b'ENG',"b'Hammer, R. R.'",b'1',b'An education that pierces what the knife cannot: A student perspective',b'RN271906606',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Hammer, Rachel R'",b'1',b'An education that pierces what the knife cannot: a student perspective',b'10.1002/ASE.147 20496436 20496436',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'American Society of Health-System Pharmacists',b'',b'1',b'',b'ENG',"b'Dager, W.E.'",b'1',b'Issues in assessing and reducing the risk for venous thromboembolism',b'RN271811730',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Dager, William E'",b'1',b'Issues in assessing and reducing the risk for venous thromboembolism',b'10.2146/AJHP100177 20479092 20479092',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'American Society of Health-System Pharmacists',b'',b'1',b'',b'ENG',"b'Trujillo, T.C.'",b'1',b'Emerging anticoagulants for venous thromboembolism prevention',b'RN271811741',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Trujillo, Toby C'",b'1',b'Emerging anticoagulants for venous thromboembolism prevention',b'10.2146/AJHP100178 20479087 20479087',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'American Society of Health-System Pharmacists',b'',b'1',b'',b'ENG',"b'Haines, S.T. Dager, W.E. Trujillo, T.C.'",b'1 1 1',b'Clinical and management challenges in preventing venous thromboembolism in health systems: A case-based panel discussion',b'RN271811753',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Haines, Stuart T Dager, William E Trujillo, Toby C'",b'1 1 1',b'Clinical and management challenges in preventing venous thromboembolism in health systems: a case-based panel discussion',b'10.2146/AJHP100179 20479089 20479089',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'Wiley-Blackwells',b'',b'1',b'',b'ENG',"b'Zumwalt, A. C. Lufler, R. S. Monteiro, J. Shaffer, K.'",b'1 1 1 1',b'Building the body: Active learning laboratories that emphasize practical aspects of anatomy and integration with radiology',b'RN271906649',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Zumwalt, Ann C Lufler, Rebecca S Monteiro, Joseph Shaffer, Kitt'",b'1 1 1 1',b'Building the body: active learning laboratories that emphasize practical aspects of anatomy and integration with radiology',b'10.1002/ASE.153 20496434 20496434',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'Wiley-Blackwells',b'',b'1',b'',b'ENG',"b'Cloud, B. A. Youdas, J. W. Hellyer, N. J. Krause, D. A.'",b'1 1 1 1',b'A functional model of the digital extensor mechanism: Demonstrating biomechanics with hair bands',b'RN271906596',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Cloud, Beth A Youdas, James W Hellyer, Nathan J Krause, David A'",b'1 1 1 1',b'A functional model of the digital extensor mechanism: demonstrating biomechanics with hair bands',b'10.1002/ASE.143 20309956 20309956',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'ACS American Chemical Society',b'',b'1',b'',b'ENG',"b'Mortl, K. P. Jean-Pascal, S. Golhen, S. Ouahab, L. Kahn, O.'",b'1 1 1 1 1',b'Structure and Magnetic Characteristics of an Oxalate-Bridged U(IV)-Mn(II) Three-Dimensional Network',b'RN077451470',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Moertl, K.P. Sutter, J.P. Golhen, S. Ouahab, L. Kahn, O.'",b'1 1 1 1 1',b'Structure and magnetic characteristics of an oxalate-bridged U(IV)-Mn(II) three-dimensional network',b'HTTP://DX.DOI.ORG/10.1021/IC9911825 20050834',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'ACS American Chemical Society',b'',b'1',b'',b'ENG',"b'Vanhelmont, F. W. Johnson, R. C. Hupp, J. T.'",b'1 1 1',b'An Inorganic Application of Transient Direct Current Photoconductivity: Corroboration of a Charge-Transfer Assignment for the Luminescing States of Pt(dpphen)(ecda)',b'RN077451778',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Vanhelmont, F.W.M. Johnson, R.C. Hupp, J.T.'",b'1 1 1',b'An inorganic application of transient direct current photoconductivity: Corroboration of a charge-transfer assignment for the luminescing states of Pt(dpphen)(ecda)',b'HTTP://DX.DOI.ORG/10.1021/IC9911670 20050836',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Harrison, T.E.'",b'1',b'Cataclysmic Variables as Synchrotron Sources?',b'RN232662407',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Harrison, Thomas E.'",b'1',b'Cataclysmic Variables as Synchrotron Sources?',b'10.1063/1.2945097 21143326',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'American Institute of Physics',b'',b'1',b'',b'ENG',"b'Hooper, J. B. McCoy, J. D. Curro, J. G. van Swol, F.'",b'1 1 1 1',b'Density functional theory of simple polymers in a slit pore. III. Surface tension',b'RN083049893',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Hooper, Justin B. McCoy, John D. Curro, John G. Swol, Frank van Department of Chemical and Nuclear Engineering Albuquerque New Mexico 87106, University of New Mexico'",b'1 1 1 1 1',b'Density functional theory of simple polymers in a slit pore. III. Surface tension',b'HTTP://DX.DOI.ORG/10.1063/1.482009 20217040',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'American Institute of Physics',b'',b'1',b'',b'ENG',"b'Lee, C.-J. Mizel, A. Banin, U. Cohen, M. L. Alivisatos, A. P.'",b'1 1 1 1 1',b'Observation of pressure-induced direct-to-indirect band gap transition in InP nanocrystals',b'RN083049881',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Lee, C.-J. Mizel, A. Banin, U. Cohen, M.L. Alivisatos, A.P.'",b'1 1 1 1 1',b'Observation of pressure-induced direct-to-indirect band gap transition in InP nanocrystals',b'779728',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'Korean Physical Society',b'',b'1',b'',b'ENG',"b'Cho, Y.-S. Oblozinsky, P. Mughabghab, S.F. Mattoon, C.M. Herman, M.'",b'1 1 1 1 1',b'Practical Method for Estimating Neutron Cross Section Covariances in the Resonance Region',b'RN297712468',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Cho, Y.S. Oblozinsky, P. Mughabghab, S.F. Mattoon, C.M. Herman, M.'",b'1 1 1 1 1',b'PRACTICAL METHOD FOR ESTIMATING NEUTRON CROSS SECTION COVARIANCES IN THE RESONANCE REGION',b'10.2172/1013489 1013489',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'IOS Press',b'',b'1',b'',b'ENG',"b'Kercher, J.R. Colston, B.W. Langlois, R.G. Lyons, C.R. Milanovich, F.P.'",b'1 1 1 1 1',b'Pre-Symptomatic Prediction of Illness in Mice Inoculated with Cowpox',b'RN232846559',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Kercher, J R Jr., Colston B W Langlois, R G Lyons, C R Milanovich, F P'",b'1 1 1 1 1',b'Pre-symptomatic Prediction of Illness in Mice Inoculated with Cowpox',b'920467',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'Cambridge University Press',b'',b'1',b'',b'ENG',b'',b'',b'Editorial Foreword',b'RN232835806',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Cambridge University Press (CUP)',"b'Cambridge, UK'",b'1',b'',b'',b'',b'',b'Editorial Foreword http://www.journals.cambridge.org/abstract_S001041750800025X',b'10.1017/S001041750800025X S001041750800025X',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Fariborz, A.H.'",b'1',b'Exploring the Mixing of Scalar Mesons below 2 GeV',b'RN235364486',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Fariborz, Amir H.'",b'1',b'Exploring the Mixing of Scalar Mesons Below 2 GeV',b'10.1063/1.2973537 21149204',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Rosner, J.L.'",b'1',b'Panel Discussion on Scalar Mesons',b'RN235364424',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Rosner, Jonathan L.'",b'1',b'Panel Discussion on Scalar Mesons',b'10.1063/1.2973530 21149198',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Semenov-Tian-Shansky, K. Vereshagin, A. Vereshagin, V.'",b'1 1 1',b'The Role of Scalar Mesons in Extended Perturbation Scheme for Effective Field Theory',b'RN235364333',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Semenov-Tian-Shansky, Kirill Vereshagin, Alexander Vereshagin, Vladimir'",b'1 1 1',b'The Role of Scalar Mesons in Extended Perturbation Scheme for Effective Field Theory',b'10.1063/1.2973521 21149189',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Cordon, A.C. Arriola, E.R.'",b'1 1',b'Scalar Meson Mass from Renormalized One Boson Exchange Potentials',b'RN235364357',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Calle Cordon, A. Ruiz Arriola, E.'",b'1 1',b'Scalar meson mass from renormalized One Boson Exchange Potentials',b'10.1063/1.2973523 21149191',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Rosner, J.L. CLEO Collaboration'",b'1 1',b'Scalar Mesons in Charm Decays',b'RN235363894',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Rosner, Jonathan L.'",b'1',b'Scalar Mesons in Charm Decays',b'10.1063/1.2973518 21149186',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Llanes-Estrada, F. Cotanch, S. General, I. Wang, P.'",b'1 1 1 1',b'Franck-Condon Principle for Heavy-Quark Hadron Decays',b'RN235364084',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Llanes-Estrada, Felipe Cotanch, Steve General, Ignacio Wang Ping,'",b'1 1 1 1',b'Franck-Condon principle for heavy-quark hadron decays',b'10.1063/1.2973494 21149162',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Gunion, J.F.'",b'1',b'New (and Old) Perspectives on Higgs Physics',b'RN235363963',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Gunion, John F.'",b'1',b'New (and Old) Perspectives on Higgs Physics',b'10.1063/1.2973557 21149223',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'AIP American Institute of Physics',b'',b'1',b'',b'ENG',"b'Kalashnikova, Y.S.'",b'1',b'Panel Discussion on Scalar Mesons',b'RN235364448',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Kalashnikova, Yu. S.'",b'1',b'Panel Discussion on Scalar Mesons',b'10.1063/1.2973532 21149200',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'Ediciones Doyma SA',b'',b'1',b'',b'XXX',"b'Vicente, E.G. Nogue, A.C.'",b'1 1',b'Cardiac tamponade',b'RN224093767',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'SPA',"b'Garc\xc3\xada Vicente, Ernesto Campos Nogu\xc3\xa9, Antonio'",b'1 1',b'[Cardiac tamponade]',b'10.1157/13114542 18221643 18221643',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'Elsevier',b'',b'1',b'',b'ENG',"b'Burrows, P. N.'",b'1',b'A CCD vertex detector for a high-energy linear e+e- Collider',b'RN080036140',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Burrows, P.N.'",b'1',b'A CCD vertex detector for a high-energy linear e+ e- collider',b'830961',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'Blackwell Publishing LTD',b'',b'1',b'',b'ENG',"b'Whalley, J.'",b'1',b'Conceptualising Globalisation A Symposium for the World Economy',b'RN239856122',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Wiley-Blackwell',"b'Hoboken, NJ USA'",b'1',b'',b'',"b'Whalley, John'",b'1',b'Conceptualising Globalisation A Symposium for the World Economy http://www.blackwell-synergy.com/doi/abs/10.1111/j.1467-9701.2007.01017.x',b'10.1111/J.1467-9701.2007.01017.X',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'Blackwell Publishing LTD',b'',b'1',b'',b'ENG',"b'Whalley, J.'",b'1',b'Globalisation and Values',b'RN239856157',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Wiley-Blackwell',"b'Hoboken, NJ USA'",b'1',b'',b'',"b'Whalley, John'",b'1',b'Globalisation and Values http://www.blackwell-synergy.com/doi/abs/10.1111/j.1467-9701.2007.01020.x',b'10.1111/J.1467-9701.2007.01020.X',b'DOI',b'',b'',b'',b'',FORCE_MATCH
b'ACS American Chemical Society',b'',b'1',b'',b'ENG',"b'Yu, Z. Lemongello, D. Segel, I.H. Fisher, A.J.'",b'1 1 1 1',"b""Crystal Structure of Saccharomyces cerevisiae 3'-Phosphoadenosine-5'-phosphosulfate Reductase Complexed with Adenosine 3',5'-Bisphosphate""",b'RN241246496',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Yu, Z. Lemongello, D. Segel, I.H. Fisher, A.J.'",b'1 1 1 1',"b""Crystal Structure of Saccharomyces Cerevisiae 3'-Phosphoadenosine-5'-Phosphosulfate Reductase Complexed With Adenosine 3',5'-Bisphosphate""",b'953520',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'ACS American Chemical Society',b'',b'1',b'',b'ENG',"b'Storr, T. Verma, P. Pratt, R.C. Wasinger, E.C. Shimazaki, Y. Stack, T.D.P.'",b'1 1 1 1 1 1',b'Defining the Electronic and Geometric Structure of One-Electron Oxidized Copper-Bis-phenoxide Complexes',b'RN240940436',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Storr, T. Verma, P. Pratt, R.C. Wasinger, E.C. Shimazaki, Y. Stack, T.D.P.'",b'1 1 1 1 1 1',b'Defining the Electronic And Geometric Structure of One-Electron Oxidized Copper-Bis-Phenoxide Complexes',b'953575',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'ACS American Chemical Society',b'',b'1',b'',b'ENG',"b'Praneeth, V.K.K. Paulat, F. Berto, T.C. George, S.D. Nather, C. Sulok, C.D. Lehnert, N.'",b'1 1 1 1 1 1 1',b'Electronic Structure of Six-Coordinate Iron(III)-Porphyrin NO Adducts: The Elusive Iron(III)-NO(radical) State and Its Influence on the Properties of These Complexes',b'RN240940266',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Praneeth, V.K.K. Paulat, F. Berto, T.C. George, S.DeBeer Nather, C. Sulok, C.D. Lehnert, N.'",b'1 1 1 1 1 1 1',b'Electronic Structure of Six-Coordinate Iron(III)-Porphyrin NO Adducts: the Elusive Iron(III)-NO(Radical) State And Its Influence on the Properties of These Complexes',b'953050',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'Korean Physical Society',b'',b'1',b'',b'ENG',"b'Cho, Y.-S. Oblozinsky, P. Mughabghab, S.F. Mattoon, C.M. Herman, M.'",b'1 1 1 1 1',b'Practical Method for Estimating Neutron Cross Section Covariances in the Resonance Region',b'RN297516424',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Cho, Y.S. Oblozinsky, P. Mughabghab, S.F. Mattoon, C.M. Herman, M.'",b'1 1 1 1 1',b'PRACTICAL METHOD FOR ESTIMATING NEUTRON CROSS SECTION COVARIANCES IN THE RESONANCE REGION',b'10.2172/1013489 1013489',b'DOI PII',b'',b'',b'',b'',FORCE_MATCH
b'Geschaeftsfuehrung Der Deutscher Aerzte-Verlag GMBH',b'',b'1',b'',b'GER',"b'Zylka-Menhorn, V.'",b'1',b'Nachweis zirkulierender Tumorzellen: Nicht fur Routine reif',b'RN297345094',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'Deutscher Arzte-Verlag GmbH',b'Cologne',b'1',b'DEU',b'GER',"b'Zylka-Menhorn, Vera'",b'1',b'Nachweis zirkulierender tumorzellen: Nicht fu\xcc\x88r routine reif Evidence of circulating tumor cells: Not ripe for routine',b'',b'',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Bickel, D. L.'",b'1',b'A Null-Steering Viewpoint of Interferometric SAR',b'RN087241397',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'BICKEL, DOUGLAS L.'",b'1',b'A null-steering viewpoint of interferometric SAR',b'755624',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'Blackwell Publishing LTD',b'',b'1',b'',b'ENG',b'',b'',b'ANZBA (Burns) Program Abstracts',b'RN293038178',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'',b'',b'',b'ANZBA (Burns) Program Abstracts http://doi.wiley.com/10.1111/j.1445-2197.2012.06049.x',b'10.1111/J.1445-2197.2012.06049.X',b'DOI',b'',b'',b'',b'',FORCE_MATCH
"b'Academy of Medicine, Singapore'",b'',b'1',b'',b'ENG',"b'Lim, C.G. Ooi, Y.P. Fung, D.S.S. Mahendran, R. Kaur, A.'",b'1 1 1 1 1',b'Sleep Disturbances in Singaporean Children with Attention Deficit Hyperactivity Disorder',b'RN236786831',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Lim, Choon Guan Ooi, Yoon Phaik Fung, Daniel S S Mahendran, Rathi Kaur, Archana'",b'1 1 1 1 1',b'Sleep disturbances in Singaporean children with attention deficit hyperactivity disorder',b'18797558 18797558',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'National Academy of Sciences',b'',b'1',b'',b'ENG',"b'Deo, R. C. Sonenberg, N. Burley, S. K.'",b'1 1 1',b'X-ray structure of the human hyperplastic discs protein: An ortholog of the C-terminal domain of poly(A)-binding protein',b'RN094427861',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'XXX',"b'Deo, R Sonenberg, N Burley, S'",b'1 1 1',b'X-Ray Structure of the Human Hyperplastic Discs Protein: An Ortholog of the C-Terminal Domain of Poly(A) Binding Protein',b'796787',b'PII',b'',b'',b'',b'',FORCE_MATCH
b'American College of Chest Physicians',b'',b'1',b'',b'ENG',"b'Vitacca, M. Bianchi, L. Barbano, L. Ziliani, M. Ambrosino, N.'",b'1 1 1 1 1',b'Effects of Acute on Chronic Respiratory Failure on Hypercapnia and 3-Month Survival',b'RN174844238',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Vitacca, Michele Bianchi, Luca Barbano, Luca Ziliani, Mara Ambrosino, Nicolino'",b'1 1 1 1 1',b'Effects of acute on chronic respiratory failure on hypercapnia and 3-month survival',b'10.1378/CHEST.128.3.1209 16162708 16162708',b'DOI PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Cardarelli, William J'",b'1',b'Implications for managed care and specialty pharmacy in rheumatoid arthritis',b'23327519 23327519',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
b'Managed Care & Healthcare Communications',b'',b'1',b'',b'ENG',"b'Cardarelli, W.J.'",b'1',b'Implications for Managed Care and Specialty Pharmacy in Rheumatoid Arthritis',b'RN326551890',b'BLID',b'',b'',b'',b'',FORCE_MATCH
b'',b'',b'1',b'',b'ENG',"b'Tran, Tram T'",b'1',"b'Overview of epidemiology, diagnosis, and disease progression associated with hepatitis C'",b'23327539 23327539',b'PMID PII',b'',b'',b'',b'',FORCE_MATCH
